ccf_id,control_domain,control_name,control_description,nist_cybersecurity,bsi_c5,cis_v8,mlps,iso_22301,cyber_essentials_uk,ens,iso_27001,iso_27002,iso_27017,iso_27018,tx_ramp_L1,fedramp_tailored,fedramp_moderate,hipaa_security,irap,ismap,mas,pci_dss_v4,kfsi,soc_2,nist_cybersecurity_ref,bsi_c5_ref,cis_v8_ref,mlps_ref,iso_22301_ref,cyber_essentials_uk_ref,ens_ref,iso_27001_ref,iso_27002_ref,iso_27017_ref,iso_27018_ref,tx_ramp_L1_ref,fedramp_tailored_ref,fedramp_moderate_ref,hipaa_security_ref,irap_ref,ismap_ref,mas_ref,pci_dss_v4_ref,kfsi_ref,soc_2_ref
IAM-15,Identity and Access Management,Authentication Credential Maintenance,Authorized personnel verify the identity of users before modifying authentication credentials on their behalf.,,,,,,,X,,,,,X,X,X,,X,X,,X,,,,,,,,,"18

19

20",,,,,"AC-14
IA-05
IA-05 (01)","AC-14
IA-05
IA-05 (01)","AC-14
IA-05
IA-05 (01)
IA-03",,"ISM-1584
ISM-1491
ISM-1592
ISM-0382
ISM-1593",14.1.1.5,,8.3.3,,
IAM-16,Identity and Access Management,Session Timeout,Information systems are configured to terminate inactive sessions after 15 minutes or when the user terminates the session.,,X,X,X,,X,,,,,,X,X,X,X,X,X,,X,,,,PSS-06,4.3,8.1.4.1,,Secure Configuration,,,,,,MA-04,MA-04,"MA-04
AC-11
AC-12
SC-10
SC-23",164.312(a)(2)(iii),"ISM-1649
ISM-0853
ISM-0428","9.2.1.1
9.2.1.2
9.4.2.15
9.4.2.16
11.2.8.2
11.2.8.3
11.2.8.4",,8.2.8,,
IAM-17,Identity and Access Management,Session Limit,Information systems are configured to limit concurrent login sessions and the inactive user interface is not displayed when the session is terminated.,,X,,,,,,,,,,,,,,X,,,X,,,,PSS-06,,,,,,,,,,,,,,ISM-0853,,,8.2.8,,
IAM-18,Identity and Access Management,Account Lockout: Cardholder Data Environments,"Users are locked out of information systems after 6 invalid attempts for a minimum of 30 minutes, or until an administrator enables the user ID.",,,X,X,,X,,,,,,X,X,X,,,X,,X,,,,,4.10,8.1.4.1,,Secure Configuration,,,,,,AC-07,AC-07,"AC-07
AC-02 (05)",,,9.4.2.9,,8.3.4,,
IAM-19,Identity and Access Management,Account Lockout,"Users are locked out of information systems after multiple, consecutive invalid attempts within a defined period; accounts remain locked for a defined period.",,,X,,,,,,,,,,,X,,X,,,X,,,,,4.10,,,,,,,,,,,"AC-02 (05)
AC-11",,ISM-1403,,,8.3.4,,
IAM-20,Identity and Access Management,Login Banner,"Systems leveraged by the U.S. Federal Government present a login screen that displays the following language:
� users are accessing a U.S. Government information system
� system usage may be monitored, recorded, and subject to audit
� unauthorized use of the system is prohibited and subject to criminal and civil penalties
� use of the system indicates consent to monitoring and recording",,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,AC-08,AC-08,,,,,,,
IAM-21,Identity and Access Management,Credentials Validation,"Organization systems utilize Federal Identity, Credential, and Access Management (FICAM) components and conform to FICAM-issued profiles; systems verify and accept the following external credentials:
� personal Identity Verification (PIV) credentials from federal agencies, and
� FICAM-approved credentials from non-federal third-parties
",,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,"IA-08 (01)
IA-08 (02)
IA-08 (04)",,,,,,,,
IAM-22,Identity and Access Management,Password Authentication Standard: Federal Systems,"Organization information systems obscure feedback of authentication information during the authentication process (e.g., the system does not disclose error information such as ""'user1' is not a valid username"") and have the following password requirements:
� minimum of 12 characters
� contains at least one upper-case letter, lower-case letter, number, and a special character
� at least one of the characters is changed when the new passwords are created.
� the password life span is between 1 to 60 days
� password reuse is prohibited for 24 generations
� only allow the use of temporary password system logons with an immediate change to a permanent password",,,X,,,,,,,,,X,X,,,X,X,,,,,,,5.2,,,,,,,,,IA-06,IA-06,,,"ISM-1595
ISM-1590",9.3.1.4,,,,
IAM-23,Identity and Access Management,Privileged Session Management,Privileged logical access to trusted data environments is enabled through an authorized session manager; session user activity is recorded and tunnelling to untrusted data environments is restricted.,,,X,X,,,,,X,,,X,X,X,,X,X,,X,X,,,,"3.3
3.14
5.4","8.1.5.1
8.1.5.2
8.1.10.6",,,,,8.2,,,"IA-05
IA-08
IA-11","IA-02 (12)
IA-05
IA-08
IA-02 (08)
IA-11","IA-02 (12)
IA-05
IA-08
AC-02 (07)
AC-06 (05)
AC-06 (09)
AC-06 (10)
SC-23",,"ISM-1566
ISM-1509
ISM-1650
ISM-1651
ISM-1652
ISM-1620
ISM-1402
ISM-1385
ISM-1388
ISM-1705
ISM-1706
ISM-1707
ISM-1708
ISM-1429","9.2.3.1
9.2.3.2
9.2.3.3
9.2.3.4
9.2.3.5
9.2.3.6
9.2.3.7
9.2.3.8
9.2.3.10
9.2.3.11.PB
14.1.1.6
14.2.6.1",,7.2.6,"7.1.1
7.2.2",
IAM-24,Identity and Access Management,Zero Trust Enterprise Network,Organization users are authenticated against a Zero Trust model prior to gaining access to organization resources.,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,"5.17

5.15",,A 1.1,,,,,,,,,,
IAM-25,Identity and Access Management,Logical Access Role Permission Authorization,"Initial permission definitions, and changes to permissions, associated with logical access roles are approved by authorized personnel.",,,X,,,,,,X,,,X,X,X,,X,X,,X,X,,,,"6.1
6.8",,,,,,8.3,,,AC-02,AC-02,"AC-02
AC-05
AC-06
AC-06 (01)
AC-06 (02)",,"ISM-0405
ISM-1507
ISM-1733
ISM-1508
ISM-1175
ISM-1653
ISM-0445
ISM-0441",14.1.2.3,,7.2.1,"7.2.1
8.1.4",
IAM-26,Identity and Access Management,Source Code Security,Access to modify source code is restricted to authorized personnel.,,,,,,,X,,X,,,,,X,,X,X,,X,X,,,,,,,,"15

87",,8.4,,,,,AC-06 (10),,"ISM-1584
ISM-1491
ISM-1592
ISM-0382","9.4.5.1
14.2.6.2",,7.2.1,2.1.2,
IAM-27,Identity and Access Management,Service Account Restrictions,"Individual user or administrator use of service accounts for O/S, applications, and databases is prohibited.",,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,"ISM-0341
ISM-1619
ISM-1261",,,8.2.1,,
IAM-28,Identity and Access Management,PCI Account Restrictions,"Organization clients with access to the cardholder data environment (CDE), as users or processes, are assigned unique accounts that cannot modify shared binaries or access data, server resources, or scripts owned by another CDE or Organization; application processes are restricted from operating in privileged-mode.",,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,8.2.1,,
IAM-29,Identity and Access Management,Least Privilege,Role-based access is defined and deployed to restrict privileged access to information resources based on the concept of least privilege.,,,X,X,,,,,X,,,,,X,,X,X,,X,X,,,,"3.3
5.4
6.8
12.2","8.1.4.2
8.1.5.3",,,,,5.3,,,,,"AC-02 (07)
AC-06
AC-06 (01)
AC-06 (02)
AC-06 (05)",,"ISM-1392
ISM-1746
ISM-0846
ISM-1748
ISM-1489
ISM-1546
ISM-0042
ISM-1380
ISM-1687
ISM-1688
ISM-1689
ISM-1387
ISM-1381
ISM-1705
ISM-1706
ISM-1707
ISM-1708
ISM-1249
ISM-1250
ISM-1263
ISM-1264
ISM-1256
ISM-1255
ISM-1268
ISM-0611
ISM-0616","9.1.1.16
9.4.2.4
9.4.4.1
9.4.4.3
9.4.4.7
12.6.2.2
15.1.1.5
12.7.1.3
6.1.2.3",,"7.2.1, 7.2.2, A1.1, A1.1.1, A1.1.2, A1.1.3
8.3.11","2.1.1
7.1.1
7.2.2
10.1.4",
IAM-30,Identity and Access Management,Virtual Private Network,Remote connections to the corporate network are accessed via VPN through managed gateways.,,X,X,X,,,X,,X,,,X,X,X,X,X,,X,X,,X,,"COS-02
COS-04
COS-05
COS-08
IDM-09","12.7
13.5",8.1.4.1,,,"57

68

69",,6.7,,,"AC-20
MA-04","AC-20
MA-04","AC-20
MA-04","164.312(a)(2)(iv)
164.312(d)","ISM-1392
ISM-1746
ISM-0846
ISM-1748
ISM-1489
ISM-1546
ISM-0042
ISM-1380
ISM-1687
ISM-1688
ISM-1689
ISM-1381
ISM-1705
ISM-1706
ISM-1707
ISM-1708
ISM-1249
ISM-1250
ISM-1263
ISM-1264
ISM-1256
ISM-1255
ISM-1268
ISM-0611
ISM-0616
ISM-0263
ISM-0958
ISM-1293",,9.3,12.2.1,,"CC6.1
CC6.7"
IAM-31,Identity and Access Management,Virtual Private Network: Restrict Split-Tunneling,VPN configurations restrict split-tunneling capabilities.,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,ISM-0705,,,12.2.1,,
IAM-32,Identity and Access Management,Ability to Disable Remote Sessions,Organization has a defined process and mechanisms in place to expeditiously disable or disconnect remote access to information systems within a defined time frame based on business need.,,,X,X,,,,,,,,,,,,X,X,,X,,,,,13.5,8.1.10.6,,,,,,,,,,,,ISM-1439,11.2.1.3,,12.2.1,,
IAM-33,Identity and Access Management,Remote Maintenance: Authentication Sessions,"Vendor accounts used for remote access are enabled only during the time period needed, disabled when not in use, and monitored while in use.",,,X,,,,,,,,,,,,,,,,X,,,,,13.5,,,,,,,,,,,,,,,,8.2.7,,
IAM-34,Identity and Access Management,Remote Maintenance: Unique Authentication Credentials for each Customer,"Where applicable, Service providers with remote access to customer premises (e.g., for support of POS systems or servers) must use a unique authentication credential (such as a password/phrase) for each customer.",,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,8.2.3,,
IAM-35,Identity and Access Management,Remote Maintenance: Authentication,"Remote maintenance and diagnostic tool utilization are restricted to the minimum required level, strong authentication is required, and remote sessions are recorded. ",,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,MA-03 (01),,,,,8.2.7,,
IAM-36,Identity and Access Management,Remote Maintenance: Audit,"Organization documents and maintains records for vendor remote maintenance, diagnostic activities, and permissions granted. A listing of vendor remote maintenance connections is documented as well.",,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,8.2.7,,
IAM-37,Identity and Access Management,End-user Environment Segmentation,"Where applicable, processes that run as part of an Organization shared hosting platform will run under unique credentials that permit access to only one customer environment.",,,,,,,,,,,,,,,,X,X,,X,,,,,,,,,,,,,,,,,,ISM-1749,9.4.1.8.PB,,8.2.3,,
IAM-38,Identity and Access Management,End-user Access to Applications and Data,"Organization applications secure user data and maintain confidentiality by default or according to permissions set by the individual; Organization authenticates individuals with unique identifiers and passwords prior to enabling access to: 
� use the application 
� view or modify their own data",,,,X,,X,,,,X,X,,,,,X,X,,X,,,,,,8.2.4.2,,Secure Configuration,,,,CLD.9.5.1,"A.1.1

A.10.13",,,,,"ISM-0843
ISM-1490
ISM-1656
ISM-1657
ISM-1658
ISM-1582
ISM-1392
ISM-1746
ISM-0846","9.2.1.6.PB
9.2.2.8.PB
9.2.4.9.PB
14.1.2.2",,"8.3.10, 8.3.10.1",,
IAM-39,Identity and Access Management,Hardware Tokens,"Where applicable, hardware token-based authentication is facilitated only by approved organizations.",,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,"4.2.1, 4.2.1.1, 8.3.11",,
IR-01,Incident Response,Incident Response Plan,"Organization defines the types of incidents that need to be managed, tracked and reported, including:
� procedures for the identification and management of incidents 
� procedures for the resolution of confirmed incidents
� key incident response systems
� incident coordination and communication strategy
� contact method for internal parties to report incidents
� support team contact information
� notification to relevant management in the event of a security breach
� provisions for updating and communicating the plan
� provisions for training of support team
� preservation of incident information
� management review and approval, annually, or when major changes to the organization occur",X,X,X,X,,,X,,X,,,X,X,X,X,X,X,X,X,X,X,"ID.RA-4
PR.IP-9
RS.RP-1
RS.CO-3
RS.CO-2
RS.CO-1 
RS.AN-4
RS.AN-2
RS.IM-1
RS.MI-1
RC.IM-1
RC.RP-1
","COS-01
SIM-01
SIM-05","17.1
17.4
17.8
17.9",8.1.10.12,,,"2

3

32

36

60",,"5.24

5.27

5.28 ",,,"IR-04
IR-06
IR-07
IR-08","IR-04
IR-06
IR-07
IR-08
AT-02 (02)","IR-04
IR-06
IR-07
IR-08
IR-04 (01)
IR-09 (03)","164.308(a)(6)(i)
164.308(a)(6)(ii) ","ISM-0576
ISM-0125
ISM-0133
ISM-1609
ISM-1731
ISM-1732
ISM-0138
ISM-0123
ISM-0141
ISM-0043
ISM-0109
ISM-1228
ISM-0142","4.9.1.1
5.1.1.31.P
6.1.3.2
16.1.1.1
16.1.1.2
16.1.1.3
16.1.1.4
16.1.1.5
16.1.1.6.P
16.1.1.14
16.1.2.1
16.1.4.1
16.1.4.2
16.1.5.1
16.1.5.2
16.1.5.3
16.1.5.4
16.1.5.5
16.1.5.6
16.1.5.7
16.1.5.8
16.1.6.2
16.1.7.1
16.1.7.2
16.1.7.11
16.1.7.3
16.1.7.4
16.1.7.5
16.1.7.6
16.1.7.7
16.1.7.8
16.1.7.9
16.1.7.10","7.7
7.8
12.3",12.10.1,"6.1.1
6.2.1","CC7.4
CC7.5"
IR-02,Incident Response,Incident Response Testing,Organization tests incident response processes on an annual basis. Results from the tests are documented.,,X,X,X,,,,,,,,,,X,,,,,X,X,,,SIM-02,17.7,8.1.10.12,,,,,,,,,,IR-03,,,,,"12.10.2, 12.10.4, 12.10.4.1",5.1.3,
IR-03,Incident Response,Incident Response,"Confirmed incidents are assigned a priority level and managed to resolution. If applicable, Organization coordinates the incident response with business contingency activities.",X,X,X,,,,X,,X,,,X,X,X,X,X,X,X,X,X,X,"DE.DP-3
DE.DP-5
RS.CO-3
RS.CO-4
RS.MI-2
RS.IM-2
","COS-01
OPS-20
SIM-01
SIM-02
SIM-03
SIM-05",17.9,,,,"2

3

32

36

60",,"5.25

5.26",,,"IR-04
IR-05","IR-04
IR-05","IR-04
IR-05
IR-09
IR-03 (02)","164.308(a)(6)(i)
164.308(a)(6)(ii)","ISM-0125
ISM-0133
ISM-1609
ISM-1731
ISM-1732
ISM-0138
ISM-0123
ISM-0141","16.1.2.2
16.1.2.3
16.1.2.4
16.1.2.5
16.1.2.6
16.1.2.7
16.1.2.8
16.1.2.9
16.1.2.10
16.1.5.9
16.1.6.1
16.1.7.12","7.7
12.3",12.10.1,"5.1.3
6.2.1",CC7.4
IR-04,Incident Response,External Communication of Incidents,"Organization defines external communication requirements for incidents, including:
� information about external party dependencies
� criteria for notification to external parties as required by Organization policy in the event of a security breach
� contact information for authorities (e.g., law enforcement, regulatory bodies, etc.)
� provisions for updating and communicating external communication requirement changes",X,X,X,X,X,,X,,,,X,,,,,X,X,X,X,X,X,RC.CO-2,"OIS-03
OPS-21
SIM-05","17.2
17.6","8.1.7.4
8.2.6.2",7.4(a),,"1

5

32",,,,A.9.1,,,,,"ISM-1433
ISM-0140",6.1.3.1,"12.1
12.3",12.10.1,"5.1.1
5.1.2
6.2.1
8.1.3
8.2.1","CC2.3
CC7.4"
IR-05,Incident Response,Incident Reporting Contact Information,"Organization provides a contact method to:
� submit complaints and inquiries
� report incidents",,X,X,,,,X,,X,,,X,X,X,,,X,X,,,X,,"OIS-05
SIM-04",17.3,,,,"32

60",,6.8,,,IR-06,IR-06,IR-06,,,"16.1.3.2
16.1.2.11.P
16.1.2.12.P",7.7,,,CC2.3
IR-06,Incident Response,Incident External Communication,Organization communicates a response to external stakeholders as required by the Incident Response Plan.,X,X,X,X,,,,,,,X,,,,,,X,X,X,X,X,RS.CO-5,"OPS-21
SIM-03","17.4
17.6",8.2.6.2,,,,,,,A.9.1,,,,,,"12.6.1.18.PB
16.1.2.13.P","7.7
12.3",12.10.1,"5.1.2
6.1.1
6.2.1",CC2.3
IR-07,Incident Response,External Communication of Incidents: Protected Health Information,"Organization communicates the discovery and status of the breach of Protected Health Information (PHI) to the covered entity within 60 days or as required by the Business Associates Agreement (BAA) and provides the following information if available:
� description of the Event
� description of the Information that was compromised
� identification of the Individuals whose PHI were compromised
� steps Required to Protect Individuals
� investigation Plan
� contact Information",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IR-08,Incident Response,Problem Management,Organization resolves customer support inquiries.,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,"1.3.1
6.1.1
11.1.2
11.2.2",
MDM-01,Mobile Device Management,Mobile Device Enrollment,"Mobile devices (i.e., laptops, smartphones, tablets) must be configured with the appropriate Mobile Device Management (MDM) profile when used as a medium to access Organization internal resources.",,X,X,X,,,,,X,,,X,X,X,,X,X,,X,,,,AM-05,"1.1
4.11
4.12","8.3.3.1
8.3.3.2",,,,,8.1,,,"AC-19
MP-07","AC-19
MP-07","AC-19
MP-07",,"ISM-1533
ISM-1195
ISM-1297
ISM-1082
ISM-0871","6.2.1.1
6.2.1.2
6.2.1.3
6.2.1.4
6.2.1.5
6.2.1.6
6.2.1.7
6.2.1.8
6.2.1.10
6.2.1.11
6.2.1.12
6.2.1.13
6.2.1.16
6.2.1.17
6.2.1.18
6.2.1.19
6.2.1.21
6.2.1.22
11.2.6.1",,"1.5, 1.5.1, 5.2, 5.2.1, 5.2.2, 5.2.3, 5.2.3.1, 5.3, 5.3.1, 5.3.2, 5.3.2.1, 5.3.3, 5.3.4, 5.3.5",,
MDM-02,Mobile Device Management,Mobile Device Encryption,"Mobile devices (i.e., laptops, smartphones, tablets) that are used to access data from Organization internal resources are encrypted.",,,X,,,,,,X,,,,,X,,X,X,,X,,,,,"3.6
3.9",,,,,,8.1,,,,,AC-17 (02),,"ISM-0869
ISM-1085
ISM-1084","6.2.1.1
6.2.1.9
6.2.1.15
10.1.1.3",,"1.5, 1.5.1, 5.2, 5.2.1, 5.2.2, 5.2.3, 5.2.3.1, 5.3, 5.3.1, 5.3.2, 5.3.2.1, 5.3.3, 5.3.4, 5.3.5",,
MDM-03,Mobile Device Management,Configuration Management: Mobile Devices,"Organization Mobile devices (i.e., laptops, smartphones, tablets) are configured to ensure unnecessary hardware capabilities and functionalities are disabled, and management defined security features are enabled.",,,X,X,,,,,X,,,X,X,X,,X,X,,X,,,,,"4.3
4.8","8.3.3.2
8.3.4.1",,,,,8.1,,,AC-19,AC-19,AC-19,,"ISM-1400
ISM-1482
ISM-0863
ISM-0864
ISM-1366
ISM-0870",6.2.1.23,,"1.5, 1.5.1, 5.2, 5.2.1, 5.2.2, 5.2.3, 5.2.3.1, 5.3, 5.3.1, 5.3.2, 5.3.2.1, 5.3.3, 5.3.4, 5.3.5",,
MDM-04,Mobile Device Management,Configuration Management: High Risk Travel Locations,"Organization has a documented list of travel locations considered high risk for the use of mobile devices (i.e., laptops, smartphones, tablets). Employees procure alternate equipment before traveling to these locations.",,,,X,,,,,,,,,,X,,X,X,,,,,,,,8.1.10.3,,,,,,,,,,CM-02 (07),,"ISM-1298
ISM-1554
ISM-1555
ISM-1299
ISM-1088
ISM-1300
ISM-1556","6.2.1.1
6.2.2.2
6.2.2.3
6.2.2.9
6.2.2.10
6.2.2.11
6.2.2.12
6.2.2.13
6.2.2.14
6.2.2.15
6.2.2.16
6.2.2.17
6.2.2.19",,,,
NO-01,Network Operations,Network Policy Enforcement Points,Network traffic to and from untrusted networks passes through a policy enforcement point; firewall rules are established in accordance with identified security requirements and business justifications.,X,X,X,X,,X,X,,X,X,,X,X,X,X,X,X,X,X,X,X,PR.PT-4,"COS-01
COS-03
COS-04
COS-05
COS-06
COS-08
OPS-24","4.4
4.5
12.5","8.1.2.1
8.1.3.1
8.1.3.2
8.1.10.6
8.2.2.1
8.2.3.1
8.3.2.3
8.2.2.1 (a)",,Firewalls,"4

8

9

10

24

25

73

74

75

76

77

94",,8.2,CLD.13.1.4,,"CA-03
CM-07
SC-05
SC-07","CA-03
CM-07
SC-05
SC-07","CA-03
CM-07
SC-05
SC-07
SC-07 (04)
SI-04 (04)",164.312(c)(1),"ISM-1416
ISM-1386
ISM-1528
ISM-0639","13.1.1.1
13.1.1.2
13.1.1.3
13.1.1.4
13.1.1.5
13.1.1.6
13.1.1.7
13.1.1.8
13.1.1.9
13.1.1.10
13.1.4.1.P
13.1.4.2.P
14.1.2.1
12.2.1.5",11.2,1.2,8.3.1,CC6.6
NO-02,Network Operations,Inbound and Outbound Network Traffic: DMZ Requirements,Network traffic to and from untrusted networks passes through a Demilitarized Zone (DMZ).,,X,,X,,X,,,X,,,,,,,X,X,,X,X,,,"COS-02
COS-03
COS-04
COS-06
OPS-24",,"8.1.2.1
8.1.3.2
8.1.3.3",,Firewalls,,,8.23,,,,,,,"ISM-1181
ISM-1577
ISM-0637",13.1.3.1,,"1.4, 1.4.1",8.3.2,
NO-03,Network Operations,Ingress and Egress Points,"Organization maintains an inventory of ingress and egress points on the production network and performs the following for each: 
� inventory is reduced to the minimum possible level
� permitted ports, protocols and services are inventoried and validated
� documents security features that are implemented for insecure protocols",,,X,X,,,,,,,,,,X,,X,,,X,,,,,"4.5
4.6
12.1
12.2
12.6
13.9",8.1.4.4,,,,,,,,,,CM-07 (01),,"ISM-1502
ISM-1182
ISM-1627
ISM-1628
ISM-1427
ISM-0629",,,"1.2.5, 1.2.6",,
NO-04,Network Operations,Non-disclosure of Routing Information,Organization does not disclose private IP addresses and routing information to unauthorized parties.,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,"1.4.3, 1.4.5",,
NO-05,Network Operations,Dynamic Packet Filtering,"Where applicable, Organization enables dynamic packet filtering on the network.",,,X,X,,,,,,,,X,X,X,,X,,,X,,,,,"9.3
13.4
13.10",8.1.3.2,,,,,,,,SC-05,SC-05,SC-05,,"ISM-1234
ISM-1289",,,1.3.1,,
NO-06,Network Operations,Firewall Rule Set Review,Network infrastructure rule sets are reviewed every 6 months.,,,,,,X,,,,,,,,,,X,,,X,,,,,,,,Firewalls,,,,,,,,,,"ISM-0521
ISM-1186
ISM-1428
ISM-1430",,,1.2.7,,
NO-07,Network Operations,Ingress and Egress Points: Fail Secure,"The information system fails securely in the event of an operational failure of a boundary protection device.
",,,,X,,,,,,,,,,X,,,,,X,,,,,,8.3.2.1,,,,,,,,,,"MA-06
SC-07 (18)",,,,,1.4.1,,
NO-08,Network Operations,Traffic Flow: Managed Proxy,Organization requires egress traffic initiated from within the Organization network to pass through a managed proxy.,,,X,,,,,,,,,,,X,,X,,,X,,,,,13.10,,,,,,,,,,,"SC-07 (04)
SC-07 (08)",,"ISM-0260
ISM-0963
ISM-0961
ISM-1237
ISM-1236
ISM-1171
ISM-0659
ISM-0651
ISM-0652
ISM-1524
ISM-1293
ISM-1389
ISM-0649
ISM-1284
ISM-1286
ISM-1287
ISM-0677",,,1.3.2,,
NO-09,Network Operations,Domain Name Services Security Extensions (DNSSec),Organization establishes a DNSSec implementation standard and uses mechanisms to verify the DNS infrastructure for compliance.,,,X,,,,,,,,,,X,,,X,,,,,,,,"4.9
9.2",,,,,,,,,,SC-21,,,ISM-1782,,,,,
NO-10,Network Operations,Email Spam Protection,"Organization has documented procedures and protection mechanisms in place to protect its information and information systems from spam and ensures that signature definitions are updated whenever new releases are available.
",,,X,X,,,,,,,,,,X,,X,X,,,,,,,"9.1
9.5
9.6",8.1.3.4,,,,,,,,,,"SI-08
SI-08 (02)",,"ISM-0264
ISM-0267
ISM-0271
ISM-0272
ISM-1089
ISM-0565
ISM-1023
ISM-1024
ISM-1431
ISM-1458","13.2.1.2
13.2.3.6",,,,
NO-11,Network Operations,Denial of Service (DOS),"Organization implements a Denial of Service (DOS) protection plan, identifies threatening DOS attacks, and configures boundary protection devices according to the DOS plan.",,,,X,,,,,,,,,,,,X,,,,,,,,,"8.1.3.3
8.3.2.3",,,,,,,,,,,,"ISM-1019
ISM-1579
ISM-1431
ISM-1458
ISM-1435",,,,,
NO-12,Network Operations,Trusted Connections,"All trusted connections are documented and approved by authorized personnel; management ensures the following documentation is in place prior to approval: 
� agreement with vendor
� security requirements
� nature of transmitted information",,,X,X,,,,,,,,X,X,X,,X,,,X,,,,,12.4,"8.1.2.3
8.1.3.6
8.1.4.6",,,,,,,,"CA-03
SC-07
SC-21
SC-22","CA-03
SC-07
SC-21
SC-22","CA-03
SC-07
SC-21
SC-22",,"ISM-0516
ISM-0518
ISM-1178",,,"1.3.1, 1.3.2",,
NO-13,Network Operations,Network Segmentation,Production environments are logically segregated from non-production environments.,X,X,X,X,,,X,,X,,,X,X,X,,X,X,X,X,X,X,"PR.DS-7
PR.AC-5","COS-05
COS-06
DEV-10
OPS-24",16.8,"8.1.2.1
8.1.9.4",,,"78

87

88

89

90",,"8.22

8.31",,,SC-39,SC-39,SC-39,,"ISM-0400
ISM-1419
ISM-1269
ISM-1270","9.5.1.2.P
9.5.1.3.P
12.1.4.1
12.1.4.2
12.1.4.3
12.1.4.4
12.1.4.5
12.1.4.6
12.1.4.7
13.1.3.1
13.1.3.2
13.1.3.3
13.1.3.4
13.1.3.5
13.1.3.6
13.1.3.7
13.1.3.10.P
13.1.3.11.P
14.2.1.1
14.2.6.7
12.2.1.14","5.7
5.8
11.2",6.5.3,"8.3.2
8.3.3
10.1.4",CC6.1
NO-14,Network Operations,Card Processing Environment Segmentation,"Where applicable, Organization segregates the Primary Account Number (PAN) infrastructure including payment card collection devices; Organization limits access to the segregated environment to authorized personnel.",,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,6.5.3,,
NO-15,Network Operations,Traffic Flow,"Organization documents the approved traffic flow at each managed interface and configures the managed interface accordingly. Exceptions to traffic flow are documented, reviewed periodically, and removed when there is no longer a business requirement.",,,X,X,,,,,X,,,,,X,,X,,,X,,,,,12.4,8.2.3.2,,,,,8.21,,,,,AC-04,,"ISM-0631
ISM-1192",,,"1.3.1, 1.3.2",,
NO-16,Network Operations,Disable Rogue Wireless Access Points,Organization employs mechanisms to detect and disable the use of unauthorized wireless access points.,,,,X,,,,,,,,,,X,,X,,,X,X,,,,,"8.1.2.3
8.1.4.6
8.3.2.3",,,,,,,,,,"AC-18 (01)
SC-04",,"ISM-0345
ISM-1314
ISM-1315
ISM-1334
ISM-1338
ISM-1335",,,"11.2, 11.2.1, 11.2.2",11.1.2,
NO-17,Network Operations,Wireless Access Points,Organization maintains an inventory of authorized wireless access points including a documented business justification.,,,,X,,,,,,,,,,X,,,,,X,X,,,,,"8.3.2.1
8.3.2.3",,,,,,,,,,AC-17 (03),,,,,"11.2, 11.2.1, 11.2.2",11.1.2,
NO-18,Network Operations,Authentication: Wireless Access Points,Organization restricts access to network services via wireless access points to authenticated users and services; approved wireless encryption protocols are required for wireless connections.,,,X,X,,,,,,,,X,X,X,,X,X,,X,,,,,"12.5
12.6","8.1.4.1
8.1.4.4
8.3.2.1
8.3.2.2",,,,,,,,AC-18,AC-18,"AC-18
AC-17 (01)
AC-17 (03)
AC-19 (05)",,"ISM-1532
ISM-0529
ISM-0530
ISM-0535
ISM-1364
ISM-0536
ISM-1317
ISM-1322
ISM-1454
ISM-0484
ISM-0485
ISM-1449
ISM-0487
ISM-0488
ISM-0489
ISM-0494
ISM-0496
ISM-1233","6.2.2.4
6.2.2.7
13.1.3.8
13.1.3.9",,"2.3, 2.3.1, 2.3.2, 4.2.1.2",,
PR-01,People Resources,Background Checks,New hires are required to pass a background check as a condition of their employment.,X,X,,X,,,X,X,X,,,X,X,X,,X,X,X,X,,X,"PR.AC-6
PR.IP-11",HR-01,,8.1.8.1 ,,,"59

61

62",7.2,6.1,,,PS-03,PS-03,PS-03,,ISM-0434,"7.1.1.1
7.1.1.2
7.1.1.3
7.1.1.4
7.1.1.5
7.1.1.6
7.1.1.7
7.1.1.8
7.1.1.9
7.1.1.10
7.1.1.11
7.1.1.12
7.1.1.13
7.1.2.8
7.1.2.9",3.5,"12.7, 12.7.1",,CC1.4
